UNITID,Pop_Code,Total_Pop,Fully_online,Partially_Online,No_online,Population,Year
215770,1,7159,1277,1035,4847,All Students,2024
215770,2,5044,44,870,4130,Undergrad,2024
215770,3,4948,43,869,4036,,2024
215770,11,96,1,1,94,,2024
215770,12,2115,1233,165,717,Graduate,2024
215798,1,1440,0,375,1065,All Students,2024
215798,2,1284,0,326,958,Undergrad,2024
215798,3,1259,0,319,940,,2024
215798,11,25,0,7,18,,2024
215798,12,156,0,49,107,Graduate,2024
215813,1,79,34,0,45,All Students,2024
215813,12,79,34,0,45,Graduate,2024
215886,1,102,0,102,0,All Students,2024
215886,2,102,0,102,0,Undergrad,2024
215886,3,102,0,102,0,,2024
215929,1,4724,449,151,4124,All Students,2024
215929,2,3613,2,57,3554,Undergrad,2024
215929,3,3554,1,57,3496,,2024
215929,11,59,1,0,58,,2024
215929,12,1111,447,94,570,Graduate,2024
215947,1,1927,142,570,1215,All Students,2024
215947,2,1501,5,481,1015,Undergrad,2024
215947,3,1492,2,475,1015,,2024
215947,11,9,3,6,0,,2024
215947,12,426,137,89,200,Graduate,2024
215974,1,715,0,0,715,All Students,2024
215974,2,715,0,0,715,Undergrad,2024
215974,3,715,0,0,715,,2024
215992,1,163,0,65,98,All Students,2024
215992,2,163,0,65,98,Undergrad,2024
215992,3,163,0,65,98,,2024
216010,1,5161,593,673,3895,All Students,2024
216010,2,4371,158,614,3599,Undergrad,2024
216010,3,4086,25,606,3455,,2024
216010,11,285,133,8,144,,2024
216010,12,790,435,59,296,Graduate,2024
216038,1,8376,1273,2697,4406,All Students,2024
216038,2,6835,247,2495,4093,Undergrad,2024
216038,3,6788,240,2493,4055,,2024
216038,11,47,7,2,38,,2024
216038,12,1541,1026,202,313,Graduate,2024
216047,1,170,9,0,161,All Students,2024
216047,2,38,,,38,Undergrad,2024
216047,3,38,,,38,,2024
216047,12,132,9,0,123,Graduate,2024
216074,1,183,,,183,All Students,2024
216074,2,183,,,183,Undergrad,2024
216074,3,183,,,183,,2024
216083,1,260,0,12,248,All Students,2024
216083,2,260,0,12,248,Undergrad,2024
216083,3,260,0,12,248,,2024
216162,1,329,,,329,All Students,2024
216162,2,329,,,329,Undergrad,2024
216162,3,329,,,329,,2024
216223,1,49,,,49,All Students,2024
216223,2,49,,,49,Undergrad,2024
216223,3,49,,,49,,2024
216278,1,2255,0,0,2255,All Students,2024
216278,2,2246,0,0,2246,Undergrad,2024
216278,3,2163,0,0,2163,,2024
216278,11,83,0,0,83,,2024
216278,12,9,,,9,Graduate,2024
216287,1,1623,,,1623,All Students,2024
216287,2,1623,,,1623,Undergrad,2024
216287,3,1613,,,1613,,2024
216287,11,10,,,10,,2024
216296,1,1470,5,287,1178,All Students,2024
216296,2,1470,5,287,1178,Undergrad,2024
216296,3,1446,5,285,1156,,2024
216296,11,24,0,2,22,,2024
216311,1,112,,,112,All Students,2024
216311,2,112,,,112,Undergrad,2024
216311,3,112,,,112,,2024
216339,1,29640,2344,12742,14554,All Students,2024
216339,2,21457,886,11554,9017,Undergrad,2024
216339,3,20970,728,11507,8735,,2024
216339,11,487,158,47,282,,2024
216339,12,8183,1458,1188,5537,Graduate,2024
216348,1,12,9,3,0,All Students,2024
216348,12,12,9,3,0,Graduate,2024
216357,1,950,0,333,617,All Students,2024
216357,2,833,0,271,562,Undergrad,2024
216357,3,788,0,267,521,,2024
216357,11,45,0,4,41,,2024
216357,12,117,0,62,55,Graduate,2024
216366,1,8238,927,3126,4185,All Students,2024
216366,2,3772,283,1522,1967,Undergrad,2024
216366,3,3755,276,1519,1960,,2024
216366,11,17,7,3,7,,2024
216366,12,4466,644,1604,2218,Graduate,2024
216436,1,18,,,18,All Students,2024
216436,2,18,,,18,Undergrad,2024
216436,3,18,,,18,,2024
216445,1,31,,,31,All Students,2024
216445,2,31,,,31,Undergrad,2024
216445,3,31,,,31,,2024
216454,1,20,,,20,All Students,2024
216454,2,20,,,20,Undergrad,2024
216454,3,20,,,20,,2024
216463,1,169,119,0,50,All Students,2024
216463,12,169,119,0,50,Graduate,2024
216524,1,1502,,,1502,All Students,2024
216524,2,1502,,,1502,Undergrad,2024
216524,3,1491,,,1491,,2024
216524,11,11,,,11,,2024
216542,1,589,162,205,222,All Students,2024
216542,2,517,91,204,222,Undergrad,2024
216542,3,471,46,204,221,,2024
216542,11,46,45,0,1,,2024
216542,12,72,71,1,0,Graduate,2024
216551,1,97,0,12,85,All Students,2024
216551,2,97,0,12,85,Undergrad,2024
216551,3,90,0,12,78,,2024
216551,11,7,0,0,7,,2024
216579,1,56,,,56,All Students,2024
216579,2,56,,,56,Undergrad,2024
216579,3,56,,,56,,2024
216597,1,10041,1069,1768,7204,All Students,2024
216597,2,7004,80,1265,5659,Undergrad,2024
216597,3,6938,74,1257,5607,,2024
216597,11,66,6,8,52,,2024
216597,12,3037,989,503,1545,Graduate,2024
216630,1,37,14,0,23,All Students,2024
216630,2,37,14,0,23,Undergrad,2024
216630,3,37,14,0,23,,2024
216667,1,1309,,,1309,All Students,2024
216667,2,1306,,,1306,Undergrad,2024
216667,3,1295,,,1295,,2024
216667,11,11,,,11,,2024
216667,12,3,,,3,Graduate,2024
216694,1,1231,189,108,934,All Students,2024
216694,2,1030,27,90,913,Undergrad,2024
216694,3,1009,26,90,893,,2024
216694,11,21,1,0,20,,2024
216694,12,201,162,18,21,Graduate,2024
216746,1,55,,,55,All Students,2024
216746,2,55,,,55,Undergrad,2024
216746,3,55,,,55,,2024
216764,1,17171,1838,6890,8443,All Students,2024
216764,2,14449,546,6475,7428,Undergrad,2024
216764,3,14164,525,6466,7173,,2024
216764,11,285,21,9,255,,2024
216764,12,2722,1292,415,1015,Graduate,2024
216773,1,164,,,164,All Students,2024
216773,2,164,,,164,Undergrad,2024
216773,3,164,,,164,,2024
216807,1,1191,141,43,1007,All Students,2024
216807,2,1137,87,43,1007,Undergrad,2024
216807,3,1041,1,43,997,,2024
216807,11,96,86,0,10,,2024
216807,12,54,54,0,0,Graduate,2024
216816,1,1183,890,25,268,All Students,2024
216816,12,1183,890,25,268,Graduate,2024
216825,1,3990,1113,937,1940,All Students,2024
216825,2,3990,1113,937,1940,Undergrad,2024
216825,3,2441,927,908,606,,2024
216825,11,1549,186,29,1334,,2024
216852,1,5713,1022,614,4077,All Students,2024
216852,2,2975,150,428,2397,Undergrad,2024
216852,3,2951,144,428,2379,,2024
216852,11,24,6,0,18,,2024
216852,12,2738,872,186,1680,Graduate,2024
216931,1,5381,3097,1264,1020,All Students,2024
216931,2,2076,84,1101,891,Undergrad,2024
216931,3,1985,72,1098,815,,2024
216931,11,91,12,3,76,,2024
216931,12,3305,3013,163,129,Graduate,2024
216940,1,322,,,322,All Students,2024
216940,2,322,,,322,Undergrad,2024
216940,3,322,,,322,,2024
217013,1,1907,1098,255,554,All Students,2024
217013,2,1379,610,248,521,Undergrad,2024
217013,3,865,296,201,368,,2024
217013,11,514,314,47,153,,2024
217013,12,528,488,7,33,Graduate,2024
217040,1,34,,,34,All Students,2024
217040,2,34,,,34,Undergrad,2024
217040,3,34,,,34,,2024
217059,1,3825,508,1372,1945,All Students,2024
217059,2,3369,108,1370,1891,Undergrad,2024
217059,3,3265,108,1367,1790,,2024
217059,11,104,0,3,101,,2024
217059,12,456,400,2,54,Graduate,2024
217077,1,642,171,471,0,All Students,2024
217077,2,642,171,471,0,Undergrad,2024
217077,3,642,171,471,0,,2024
217156,1,11956,758,238,10960,All Students,2024
217156,2,7910,357,207,7346,Undergrad,2024
217156,3,7226,10,206,7010,,2024
217156,11,684,347,1,336,,2024
217156,12,4046,401,31,3614,Graduate,2024
217165,1,3636,144,0,3492,All Students,2024
217165,2,3200,,,3200,Undergrad,2024
217165,3,3194,,,3194,,2024
217165,11,6,,,6,,2024
217165,12,436,144,0,292,Graduate,2024
217235,1,4303,63,1243,2997,All Students,2024
217235,2,3908,42,1141,2725,Undergrad,2024
217235,3,3868,32,1139,2697,,2024
217235,11,40,10,2,28,,2024
217235,12,395,21,102,272,Graduate,2024
217305,1,1922,123,572,1227,All Students,2024
217305,2,1796,85,555,1156,Undergrad,2024
217305,3,1718,85,553,1080,,2024
217305,11,78,0,2,76,,2024
217305,12,126,38,17,71,Graduate,2024
217323,1,646,,,646,All Students,2024
217323,2,646,,,646,Undergrad,2024
217323,3,646,,,646,,2024
217402,1,4666,45,199,4422,All Students,2024
217402,2,4236,32,52,4152,Undergrad,2024
217402,3,4229,30,52,4147,,2024
217402,11,7,2,0,5,,2024
217402,12,430,13,147,270,Graduate,2024
217420,1,6155,170,1012,4973,All Students,2024
217420,2,5154,103,932,4119,Undergrad,2024
217420,3,5049,101,932,4016,,2024
217420,11,105,2,0,103,,2024
217420,12,1001,67,80,854,Graduate,2024
217475,1,12275,2352,3958,5965,All Students,2024
217475,2,12275,2352,3958,5965,Undergrad,2024
217475,3,11171,2134,3789,5248,,2024
217475,11,1104,218,169,717,,2024
217484,1,17210,818,5946,10446,All Students,2024
217484,2,14376,122,5712,8542,Undergrad,2024
217484,3,13381,115,5696,7570,,2024
217484,11,995,7,16,972,,2024
217484,12,2834,696,234,1904,Graduate,2024
217493,1,2520,0,0,2520,All Students,2024
217493,2,2087,0,0,2087,Undergrad,2024
217493,3,2084,0,0,2084,,2024
217493,11,3,0,0,3,,2024
217493,12,433,0,0,433,Graduate,2024
217518,1,4350,364,410,3576,All Students,2024
217518,2,4038,361,405,3272,Undergrad,2024
217518,3,3946,289,405,3252,,2024
217518,11,92,72,0,20,,2024
217518,12,312,3,5,304,Graduate,2024
217536,1,2791,568,343,1880,All Students,2024
217536,2,2135,44,281,1810,Undergrad,2024
217536,3,2121,44,281,1796,,2024
217536,11,14,0,0,14,,2024
217536,12,656,524,62,70,Graduate,2024
217581,1,107,,,107,All Students,2024
217581,2,107,,,107,Undergrad,2024
217581,3,107,,,107,,2024
217606,1,122,44,10,68,All Students,2024
217606,2,89,44,10,35,Undergrad,2024
217606,3,86,42,10,34,,2024
217606,11,3,2,0,1,,2024
217606,12,33,,,33,Graduate,2024
217615,1,2307,909,792,606,All Students,2024
217615,2,2307,909,792,606,Undergrad,2024
217615,3,1925,830,725,370,,2024
217615,11,382,79,67,236,,2024
217624,1,610,44,102,464,All Students,2024
217624,2,576,10,102,464,Undergrad,2024
217624,3,576,10,102,464,,2024
217624,12,34,34,0,0,Graduate,2024
217633,1,4710,615,2149,1946,All Students,2024
217633,2,3683,171,1811,1701,Undergrad,2024
217633,3,3183,150,1805,1228,,2024
217633,11,500,21,6,473,,2024
217633,12,1027,444,338,245,Graduate,2024
217688,1,3832,689,1587,1556,All Students,2024
217688,2,3126,360,1456,1310,Undergrad,2024
217688,3,2893,318,1450,1125,,2024
217688,11,233,42,6,185,,2024
217688,12,706,329,131,246,Graduate,2024
217712,1,2461,1096,792,573,All Students,2024
217712,2,2461,1096,792,573,Undergrad,2024
217712,3,1679,713,554,412,,2024
217712,11,782,383,238,161,,2024
217721,1,1691,112,820,759,All Students,2024
217721,2,1628,96,819,713,Undergrad,2024
217721,3,1536,4,819,713,,2024
217721,11,92,92,0,0,,2024
217721,12,63,16,1,46,Graduate,2024
217749,1,2734,377,394,1963,All Students,2024
217749,2,2312,218,361,1733,Undergrad,2024
217749,3,2005,77,356,1572,,2024
217749,11,307,141,5,161,,2024
217749,12,422,159,33,230,Graduate,2024
217776,1,980,412,278,290,All Students,2024
217776,2,784,216,278,290,Undergrad,2024
217776,3,747,191,276,280,,2024
217776,11,37,25,2,10,,2024
217776,12,196,196,0,0,Graduate,2024
217794,1,100,,,100,All Students,2024
217794,2,100,,,100,Undergrad,2024
217794,3,100,,,100,,2024
217819,1,11926,826,5057,6043,All Students,2024
217819,2,10880,137,4980,5763,Undergrad,2024
217819,3,10558,116,4963,5479,,2024
217819,11,322,21,17,284,,2024
217819,12,1046,689,77,280,Graduate,2024
217837,1,1428,995,190,243,All Students,2024
217837,2,1428,995,190,243,Undergrad,2024
217837,3,921,529,187,205,,2024
217837,11,507,466,3,38,,2024
217864,1,3793,882,525,2386,All Students,2024
217864,2,2737,143,335,2259,Undergrad,2024
217864,3,2705,142,335,2228,,2024
217864,11,32,1,0,31,,2024
217864,12,1056,739,190,127,Graduate,2024
217873,1,1852,325,0,1527,All Students,2024
217873,2,1731,227,0,1504,Undergrad,2024
217873,3,1706,202,0,1504,,2024
217873,11,25,25,0,0,,2024
217873,12,121,98,0,23,Graduate,2024
217882,1,29077,2046,9006,18025,All Students,2024
217882,2,23401,150,8205,15046,Undergrad,2024
217882,3,23300,148,8202,14950,,2024
217882,11,101,2,3,96,,2024
217882,12,5676,1896,801,2979,Graduate,2024
217891,1,126,0,11,115,All Students,2024
217891,2,126,0,11,115,Undergrad,2024
217891,3,126,0,11,115,,2024
217907,1,1325,637,360,328,All Students,2024
217907,2,1220,532,360,328,Undergrad,2024
217907,3,840,152,360,328,,2024
217907,11,380,380,0,0,,2024
217907,12,105,105,0,0,Graduate,2024
217925,1,2914,1928,253,733,All Students,2024
217925,2,965,251,89,625,Undergrad,2024
217925,3,716,128,10,578,,2024
217925,11,249,123,79,47,,2024
217925,12,1949,1677,164,108,Graduate,2024
217934,1,1725,964,377,384,All Students,2024
217934,2,1391,692,375,324,Undergrad,2024
217934,3,1343,645,375,323,,2024
217934,11,48,47,0,1,,2024
217934,12,334,272,2,60,Graduate,2024
217961,1,1787,161,545,1081,All Students,2024
217961,2,1173,0,502,671,Undergrad,2024
217961,3,1173,0,502,671,,2024
217961,12,614,161,43,410,Graduate,2024
217989,1,675,245,305,125,All Students,2024
217989,2,675,245,305,125,Undergrad,2024
217989,3,519,164,273,82,,2024
217989,11,156,81,32,43,,2024
217998,1,912,27,159,726,All Students,2024
217998,2,803,0,147,656,Undergrad,2024
217998,3,766,0,147,619,,2024
217998,11,37,0,0,37,,2024
217998,12,109,27,12,70,Graduate,2024
218025,1,3522,1423,1003,1096,All Students,2024
218025,2,3522,1423,1003,1096,Undergrad,2024
218025,3,3055,1174,898,983,,2024
218025,11,467,249,105,113,,2024
218061,1,4112,808,1232,2072,All Students,2024
218061,2,3692,556,1154,1982,Undergrad,2024
218061,3,2628,92,986,1550,,2024
218061,11,1064,464,168,432,,2024
218061,12,420,252,78,90,Graduate,2024
218070,1,2554,51,5,2498,All Students,2024
218070,2,2383,0,5,2378,Undergrad,2024
218070,3,2379,0,5,2374,,2024
218070,11,4,0,0,4,,2024
218070,12,171,51,0,120,Graduate,2024
218113,1,11999,3774,4118,4107,All Students,2024
218113,2,11999,3774,4118,4107,Undergrad,2024
218113,3,8916,3254,3647,2015,,2024
218113,11,3083,520,471,2092,,2024
218140,1,7923,3289,2601,2033,All Students,2024
218140,2,7923,3289,2601,2033,Undergrad,2024
218140,3,6274,2456,2265,1553,,2024
218140,11,1649,833,336,480,,2024
218159,1,118,,,118,All Students,2024
218159,2,118,,,118,Undergrad,2024
218159,3,118,,,118,,2024
218195,1,127,,,127,All Students,2024
218195,2,127,,,127,Undergrad,2024
218195,3,127,,,127,,2024
218229,1,4378,1004,1548,1826,All Students,2024
218229,2,3776,487,1510,1779,Undergrad,2024
218229,3,3397,393,1430,1574,,2024
218229,11,379,94,80,205,,2024
218229,12,602,517,38,47,Graduate,2024
218238,1,1807,787,864,156,All Students,2024
218238,2,1545,525,864,156,Undergrad,2024
218238,3,1482,521,837,124,,2024
218238,11,63,4,27,32,,2024
218238,12,262,262,0,0,Graduate,2024
218335,1,3246,656,245,2345,All Students,2024
218335,2,303,58,245,0,Undergrad,2024
218335,3,303,58,245,0,,2024
218335,12,2943,598,0,2345,Graduate,2024
218353,1,9226,2891,3489,2846,All Students,2024
218353,2,9226,2891,3489,2846,Undergrad,2024
218353,3,7564,2355,3118,2091,,2024
218353,11,1662,536,371,755,,2024
218399,1,383,21,227,135,All Students,2024
218399,2,383,21,227,135,Undergrad,2024
218399,3,383,21,227,135,,2024
218414,1,1536,140,315,1081,All Students,2024
218414,2,1481,85,315,1081,Undergrad,2024
218414,3,1479,85,315,1079,,2024
218414,11,2,0,0,2,,2024
218414,12,55,55,0,0,Graduate,2024
218441,1,2304,476,669,1159,All Students,2024
218441,2,2020,304,669,1047,Undergrad,2024
218441,3,1819,264,662,893,,2024
218441,11,201,40,7,154,,2024
218441,12,284,172,0,112,Graduate,2024
218487,1,2106,1189,631,286,All Students,2024
218487,2,2106,1189,631,286,Undergrad,2024
218487,3,1539,857,465,217,,2024
218487,11,567,332,166,69,,2024
218520,1,5143,2154,1643,1346,All Students,2024
218520,2,5143,2154,1643,1346,Undergrad,2024
218520,3,3977,1815,1355,807,,2024
218520,11,1166,339,288,539,,2024
218539,1,1095,0,18,1077,All Students,2024
218539,2,853,0,18,835,Undergrad,2024
218539,3,852,0,18,834,,2024
218539,11,1,0,0,1,,2024
218539,12,242,,,242,Graduate,2024
218645,1,4022,1269,1440,1313,All Students,2024
218645,2,3289,566,1439,1284,Undergrad,2024
218645,3,2962,558,1414,990,,2024
218645,11,327,8,25,294,,2024
218645,12,733,703,1,29,Graduate,2024
218654,1,2208,397,1390,421,All Students,2024
218654,2,2162,358,1390,414,Undergrad,2024
218654,3,2052,317,1365,370,,2024
218654,11,110,41,25,44,,2024
218654,12,46,39,0,7,Graduate,2024
218663,1,38532,3519,21675,13338,All Students,2024
218663,2,30187,1060,20451,8676,Undergrad,2024
218663,3,29820,987,20361,8472,,2024
218663,11,367,73,90,204,,2024
218663,12,8345,2459,1224,4662,Graduate,2024
218672,1,2687,608,845,1234,All Students,2024
218672,2,2687,608,845,1234,Undergrad,2024
218672,3,668,130,441,97,,2024
218672,11,2019,478,404,1137,,2024
218681,1,799,172,242,385,All Students,2024
218681,2,799,172,242,385,Undergrad,2024
218681,3,271,46,158,67,,2024
218681,11,528,126,84,318,,2024
218690,1,1845,525,630,690,All Students,2024
218690,2,1845,525,630,690,Undergrad,2024
218690,3,716,206,351,159,,2024
218690,11,1129,319,279,531,,2024
218706,1,1402,310,481,611,All Students,2024
218706,2,1402,310,481,611,Undergrad,2024
218706,3,270,81,176,13,,2024
218706,11,1132,229,305,598,,2024
218724,1,11348,526,4434,6388,All Students,2024
218724,2,10811,277,4352,6182,Undergrad,2024
218724,3,10377,255,4339,5783,,2024
218724,11,434,22,13,399,,2024
218724,12,537,249,82,206,Graduate,2024
218733,1,3242,182,1905,1155,All Students,2024
218733,2,2950,55,1875,1020,Undergrad,2024
218733,3,2934,55,1875,1004,,2024
218733,11,16,0,0,16,,2024
218733,12,292,127,30,135,Graduate,2024
218742,1,4916,1163,3016,737,All Students,2024
218742,2,4487,798,2981,708,Undergrad,2024
218742,3,4038,774,2905,359,,2024
218742,11,449,24,76,349,,2024
218742,12,429,365,35,29,Graduate,2024
218751,1,387,0,166,221,All Students,2024
218751,12,387,0,166,221,Graduate,2024
218821,1,1119,185,333,601,All Students,2024
218821,2,1119,185,333,601,Undergrad,2024
218821,3,1116,185,333,598,,2024
218821,11,3,0,0,3,,2024
218830,1,6653,1467,1838,3348,All Students,2024
218830,2,6653,1467,1838,3348,Undergrad,2024
218830,3,5006,1320,1751,1935,,2024
218830,11,1647,147,87,1413,,2024
218858,1,2825,1054,801,970,All Students,2024
218858,2,2825,1054,801,970,Undergrad,2024
218858,3,2163,864,639,660,,2024
218858,11,662,190,162,310,,2024
218885,1,5890,918,2268,2704,All Students,2024
218885,2,5890,918,2268,2704,Undergrad,2024
218885,3,5071,692,2145,2234,,2024
218885,11,819,226,123,470,,2024
218894,1,13552,6295,2982,4275,All Students,2024
218894,2,13552,6295,2982,4275,Undergrad,2024
218894,3,10512,5344,2474,2694,,2024
218894,11,3040,951,508,1581,,2024
218919,1,578,223,355,0,All Students,2024
218919,2,440,85,355,0,Undergrad,2024
218919,3,440,85,355,0,,2024
218919,12,138,138,0,0,Graduate,2024
218955,1,668,162,148,358,All Students,2024
218955,2,668,162,148,358,Undergrad,2024
218955,3,448,133,124,191,,2024
218955,11,220,29,24,167,,2024
218964,1,4894,831,2728,1335,All Students,2024
218964,2,3969,140,2663,1166,Undergrad,2024
218964,3,3523,126,2657,740,,2024
218964,11,446,14,6,426,,2024
218964,12,925,691,65,169,Graduate,2024
218973,1,1817,,,1817,All Students,2024
218973,2,1817,,,1817,Undergrad,2024
218973,3,1816,,,1816,,2024
218973,11,1,,,1,,2024
218991,1,4771,1393,1856,1522,All Students,2024
218991,2,4771,1393,1856,1522,Undergrad,2024
218991,3,3816,1228,1633,955,,2024
218991,11,955,165,223,567,,2024
219000,1,2390,106,956,1328,All Students,2024
219000,2,2003,0,906,1097,Undergrad,2024
219000,3,1965,0,897,1068,,2024
219000,11,38,0,9,29,,2024
219000,12,387,106,50,231,Graduate,2024
219037,1,80,,,80,All Students,2024
219037,2,80,,,80,Undergrad,2024
219037,3,80,,,80,,2024
219046,1,3346,1315,1135,896,All Students,2024
219046,2,3198,1260,1121,817,Undergrad,2024
219046,3,1928,197,1063,668,,2024
219046,11,1270,1063,58,149,,2024
219046,12,148,55,14,79,Graduate,2024
219082,1,3774,2271,682,821,All Students,2024
219082,2,3066,1658,651,757,Undergrad,2024
219082,3,2071,750,626,695,,2024
219082,11,995,908,25,62,,2024
219082,12,708,613,31,64,Graduate,2024
219091,1,892,120,231,541,All Students,2024
219091,2,771,14,216,541,Undergrad,2024
219091,3,670,14,205,451,,2024
219091,11,101,0,11,90,,2024
219091,12,121,106,15,0,Graduate,2024
219125,1,66,,,66,All Students,2024
219125,2,66,,,66,Undergrad,2024
219125,3,66,,,66,,2024
219143,1,2312,471,623,1218,All Students,2024
219143,2,2312,471,623,1218,Undergrad,2024
219143,3,1812,126,570,1116,,2024
219143,11,500,345,53,102,,2024
219189,1,1186,210,102,874,All Students,2024
219189,2,1186,210,102,874,Undergrad,2024
219189,3,990,56,98,836,,2024
219189,11,196,154,4,38,,2024
219198,1,1284,76,439,769,All Students,2024
219198,2,1022,6,250,766,Undergrad,2024
219198,3,697,3,250,444,,2024
219198,11,325,3,0,322,,2024
219198,12,262,70,189,3,Graduate,2024
219204,1,903,903,,,All Students,2024
219204,2,767,767,,,Undergrad,2024
219204,3,764,764,,,,2024
219204,11,3,3,,,,2024
219204,12,136,136,,,Graduate,2024
219240,1,1239,1110,129,0,All Students,2024
219240,2,82,82,0,0,Undergrad,2024
219240,3,82,82,0,0,,2024
219240,12,1157,1028,129,0,Graduate,2024
219259,1,3708,1636,735,1337,All Students,2024
219259,2,3169,1231,684,1254,Undergrad,2024
219259,3,1273,171,602,500,,2024
219259,11,1896,1060,82,754,,2024
219259,12,539,405,51,83,Graduate,2024
219277,1,1188,495,461,232,All Students,2024
219277,2,1139,447,460,232,Undergrad,2024
219277,3,1097,417,456,224,,2024
219277,11,42,30,4,8,,2024
219277,12,49,48,1,0,Graduate,2024
219347,1,2576,129,404,2043,All Students,2024
219347,2,2216,51,377,1788,Undergrad,2024
219347,3,2071,12,372,1687,,2024
219347,11,145,39,5,101,,2024
219347,12,360,78,27,255,Graduate,2024
219356,1,12056,2300,4028,5728,All Students,2024
219356,2,10719,1980,3831,4908,Undergrad,2024
219356,3,9198,590,3795,4813,,2024
219356,11,1521,1390,36,95,,2024
219356,12,1337,320,197,820,Graduate,2024
219374,1,592,291,301,0,All Students,2024
219374,2,515,245,270,0,Undergrad,2024
219374,3,487,243,244,0,,2024
219374,11,28,2,26,0,,2024
219374,12,77,46,31,0,Graduate,2024
219383,1,1450,152,783,515,All Students,2024
219383,2,1241,42,720,479,Undergrad,2024
219383,3,1218,31,718,469,,2024
219383,11,23,11,2,10,,2024
219383,12,209,110,63,36,Graduate,2024
219392,1,28,,,28,All Students,2024
219392,2,28,,,28,Undergrad,2024
219392,3,28,,,28,,2024
219408,1,206,0,104,102,All Students,2024
219408,2,206,0,104,102,Undergrad,2024
219408,3,194,0,104,90,,2024
219408,11,12,0,0,12,,2024
219426,1,2659,519,623,1517,All Students,2024
219426,2,2659,519,623,1517,Undergrad,2024
219426,3,2310,370,590,1350,,2024
219426,11,349,149,33,167,,2024
219453,1,133,,,133,All Students,2024
219453,2,133,,,133,Undergrad,2024
219453,3,133,,,133,,2024
219471,1,10619,3777,3110,3732,All Students,2024
219471,2,7619,2435,2584,2600,Undergrad,2024
219471,3,5439,464,2547,2428,,2024
219471,11,2180,1971,37,172,,2024
219471,12,3000,1342,526,1132,Graduate,2024
219480,1,1164,281,262,621,All Students,2024
219480,2,1164,281,262,621,Undergrad,2024
219480,3,753,125,225,403,,2024
219480,11,411,156,37,218,,2024
219505,1,46,0,0,46,All Students,2024
219505,2,46,0,0,46,Undergrad,2024
219505,3,46,0,0,46,,2024
219587,1,63,,,63,All Students,2024
219587,2,63,,,63,Undergrad,2024
219587,3,63,,,63,,2024
219596,1,366,0,0,366,All Students,2024
219596,2,366,0,0,366,Undergrad,2024
219596,3,205,0,0,205,,2024
219596,11,161,0,0,161,,2024
219602,1,10439,2718,3403,4318,All Students,2024
219602,2,8926,1642,3234,4050,Undergrad,2024
219602,3,7560,1401,3069,3090,,2024
219602,11,1366,241,165,960,,2024
219602,12,1513,1076,169,268,Graduate,2024
219639,1,891,100,358,433,All Students,2024
219639,2,782,95,345,342,Undergrad,2024
219639,3,770,95,345,330,,2024
219639,11,12,0,0,12,,2024
219639,12,109,5,13,91,Graduate,2024
219709,1,8803,141,3322,5340,All Students,2024
219709,2,7175,38,3166,3971,Undergrad,2024
219709,3,7137,37,3164,3936,,2024
219709,11,38,1,2,35,,2024
219709,12,1628,103,156,1369,Graduate,2024
219718,1,2936,1295,604,1037,All Students,2024
219718,2,2674,1145,604,925,Undergrad,2024
219718,3,1547,500,535,512,,2024
219718,11,1127,645,69,413,,2024
219718,12,262,150,0,112,Graduate,2024
219790,1,1701,793,193,715,All Students,2024
219790,2,1565,657,193,715,Undergrad,2024
219790,3,814,145,148,521,,2024
219790,11,751,512,45,194,,2024
219790,12,136,136,0,0,Graduate,2024
219806,1,2669,852,787,1030,All Students,2024
219806,2,1596,58,609,929,Undergrad,2024
219806,3,1387,51,602,734,,2024
219806,11,209,7,7,195,,2024
219806,12,1073,794,178,101,Graduate,2024
219824,1,7623,1807,2320,3496,All Students,2024
219824,2,7623,1807,2320,3496,Undergrad,2024
219824,3,5284,1343,1901,2040,,2024
219824,11,2339,464,419,1456,,2024
219833,1,1772,47,953,772,All Students,2024
219833,2,1155,19,567,569,Undergrad,2024
219833,3,905,17,554,334,,2024
219833,11,250,2,13,235,,2024
219833,12,617,28,386,203,Graduate,2024
219842,1,517,465,39,13,All Students,2024
219842,2,89,85,1,3,Undergrad,2024
219842,11,89,85,1,3,,2024
219842,12,428,380,38,10,Graduate,2024
219851,1,101,,,101,All Students,2024
219851,2,101,,,101,Undergrad,2024
219851,3,101,,,101,,2024
219879,1,3282,592,1080,1610,All Students,2024
219879,2,3282,592,1080,1610,Undergrad,2024
219879,3,1975,394,959,622,,2024
219879,11,1307,198,121,988,,2024
219888,1,5712,1432,1818,2462,All Students,2024
219888,2,5712,1432,1818,2462,Undergrad,2024
219888,3,3897,717,1680,1500,,2024
219888,11,1815,715,138,962,,2024
219903,1,517,0,517,0,All Students,2024
219903,2,517,0,517,0,Undergrad,2024
219903,3,517,0,517,0,,2024
219949,1,3457,400,1350,1707,All Students,2024
219949,2,2745,170,883,1692,Undergrad,2024
219949,3,2104,88,777,1239,,2024
219949,11,641,82,106,453,,2024
219949,12,712,230,467,15,Graduate,2024
219976,1,5017,616,2176,2225,All Students,2024
219976,2,3336,96,1709,1531,Undergrad,2024
219976,3,2997,83,1697,1217,,2024
219976,11,339,13,12,314,,2024
219976,12,1681,520,467,694,Graduate,2024
219994,1,1628,,,1628,All Students,2024
219994,2,1628,,,1628,Undergrad,2024
219994,3,714,,,714,,2024
219994,11,914,,,914,,2024
