UNITID,Pop_Code,Total_Pop,Fully_online,Partially_Online,No_online,Population,Year
220057,1,3296,1182,772,1342,All Students,2024
220057,2,3296,1182,772,1342,Undergrad,2024
220057,3,2103,819,601,683,,2024
220057,11,1193,363,171,659,,2024
220075,1,13728,2762,6586,4380,All Students,2024
220075,2,10829,1659,6258,2912,Undergrad,2024
220075,3,10004,1210,6126,2668,,2024
220075,11,825,449,132,244,,2024
220075,12,2899,1103,328,1468,Graduate,2024
220118,1,252,0,54,198,All Students,2024
220118,2,252,0,54,198,Undergrad,2024
220118,3,252,0,54,198,,2024
220127,1,1850,21,0,1829,All Students,2024
220127,2,1850,21,0,1829,Undergrad,2024
220127,3,546,18,0,528,,2024
220127,11,1304,3,0,1301,,2024
220163,1,82,,,82,All Students,2024
220163,2,82,,,82,Undergrad,2024
220163,3,82,,,82,,2024
220181,1,1059,0,10,1049,All Students,2024
220181,2,1035,0,10,1025,Undergrad,2024
220181,3,1035,0,10,1025,,2024
220181,12,24,,,24,Graduate,2024
220206,1,389,63,73,253,All Students,2024
220206,2,350,41,62,247,Undergrad,2024
220206,3,226,41,62,123,,2024
220206,11,124,0,0,124,,2024
220206,12,39,22,11,6,Graduate,2024
220215,1,2306,528,365,1413,All Students,2024
220215,2,1873,167,327,1379,Undergrad,2024
220215,3,1212,121,320,771,,2024
220215,11,661,46,7,608,,2024
220215,12,433,361,38,34,Graduate,2024
220251,1,729,,,729,All Students,2024
220251,2,729,,,729,Undergrad,2024
220251,3,246,,,246,,2024
220251,11,483,,,483,,2024
220279,1,1014,,,1014,All Students,2024
220279,2,1014,,,1014,Undergrad,2024
220279,3,247,,,247,,2024
220279,11,767,,,767,,2024
220321,1,2416,0,2254,162,All Students,2024
220321,2,2416,0,2254,162,Undergrad,2024
220321,3,346,0,346,0,,2024
220321,11,2070,0,1908,162,,2024
220394,1,455,,,455,All Students,2024
220394,2,455,,,455,Undergrad,2024
220394,3,231,,,231,,2024
220394,11,224,,,224,,2024
220400,1,3518,1413,1181,924,All Students,2024
220400,2,3518,1413,1181,924,Undergrad,2024
220400,3,2511,937,887,687,,2024
220400,11,1007,476,294,237,,2024
220464,1,166,139,0,27,All Students,2024
220464,2,166,139,0,27,Undergrad,2024
220464,3,166,139,0,27,,2024
220473,1,978,239,196,543,All Students,2024
220473,2,746,96,191,459,Undergrad,2024
220473,3,743,95,190,458,,2024
220473,11,3,1,1,1,,2024
220473,12,232,143,5,84,Graduate,2024
220491,1,201,,,201,All Students,2024
220491,2,201,,,201,Undergrad,2024
220491,3,201,,,201,,2024
220516,1,1157,469,294,394,All Students,2024
220516,2,964,362,242,360,Undergrad,2024
220516,3,908,354,230,324,,2024
220516,11,56,8,12,36,,2024
220516,12,193,107,52,34,Graduate,2024
220552,1,11557,6092,3004,2461,All Students,2024
220552,2,8782,5083,2047,1652,Undergrad,2024
220552,3,8745,5051,2044,1650,,2024
220552,11,37,32,3,2,,2024
220552,12,2775,1009,957,809,Graduate,2024
220598,1,738,17,380,341,All Students,2024
220598,2,738,17,380,341,Undergrad,2024
220598,3,736,17,380,339,,2024
220598,11,2,0,0,2,,2024
220604,1,659,0,70,589,All Students,2024
220604,2,659,0,70,589,Undergrad,2024
220604,3,581,0,70,511,,2024
220604,11,78,0,0,78,,2024
220613,1,3714,358,401,2955,All Students,2024
220613,2,3271,316,350,2605,Undergrad,2024
220613,3,2617,316,350,1951,,2024
220613,11,654,0,0,654,,2024
220613,12,443,42,51,350,Graduate,2024
220631,1,6081,567,1287,4227,All Students,2024
220631,2,1668,97,1046,525,Undergrad,2024
220631,3,1572,87,1005,480,,2024
220631,11,96,10,41,45,,2024
220631,12,4413,470,241,3702,Graduate,2024
220640,1,1055,,,1055,All Students,2024
220640,2,1055,,,1055,Undergrad,2024
220640,3,340,,,340,,2024
220640,11,715,,,715,,2024
220701,1,1046,113,500,433,All Students,2024
220701,2,1012,92,495,425,Undergrad,2024
220701,3,864,77,485,302,,2024
220701,11,148,15,10,123,,2024
220701,12,34,21,5,8,Graduate,2024
220710,1,1136,1,27,1108,All Students,2024
220710,2,1132,1,27,1104,Undergrad,2024
220710,3,1005,1,27,977,,2024
220710,11,127,0,0,127,,2024
220710,12,4,0,0,4,Graduate,2024
220756,1,155,,,155,All Students,2024
220756,2,155,,,155,Undergrad,2024
220756,3,95,,,95,,2024
220756,11,60,,,60,,2024
220765,1,300,,,300,All Students,2024
220765,2,300,,,300,Undergrad,2024
220765,3,300,,,300,,2024
220792,1,1226,,,1226,All Students,2024
220792,12,1226,,,1226,Graduate,2024
220853,1,1960,,,1960,All Students,2024
220853,2,1960,,,1960,Undergrad,2024
220853,3,1391,,,1391,,2024
220853,11,569,,,569,,2024
220862,1,20276,5051,7430,7795,All Students,2024
220862,2,15770,3381,6448,5941,Undergrad,2024
220862,3,12701,2970,6044,3687,,2024
220862,11,3069,411,404,2254,,2024
220862,12,4506,1670,982,1854,Graduate,2024
220871,1,157,16,57,84,All Students,2024
220871,12,157,16,57,84,Graduate,2024
220978,1,20488,3076,8644,8768,All Students,2024
220978,2,18042,2030,8185,7827,Undergrad,2024
220978,3,16301,1767,8049,6485,,2024
220978,11,1741,263,136,1342,,2024
220978,12,2446,1046,459,941,Graduate,2024
220996,1,319,121,198,0,All Students,2024
220996,12,319,121,198,0,Graduate,2024
221050,1,749,,,749,All Students,2024
221050,2,749,,,749,Undergrad,2024
221050,3,642,,,642,,2024
221050,11,107,,,107,,2024
221096,1,5980,2148,1812,2020,All Students,2024
221096,2,5980,2148,1812,2020,Undergrad,2024
221096,3,3962,1363,1563,1036,,2024
221096,11,2018,785,249,984,,2024
221102,1,928,,,928,All Students,2024
221102,2,928,,,928,Undergrad,2024
221102,3,709,,,709,,2024
221102,11,219,,,219,,2024
221148,1,967,,,967,All Students,2024
221148,2,967,,,967,Undergrad,2024
221148,3,967,,,967,,2024
221184,1,7533,2098,2404,3031,All Students,2024
221184,2,7533,2098,2404,3031,Undergrad,2024
221184,3,5653,1471,2192,1990,,2024
221184,11,1880,627,212,1041,,2024
221236,1,2284,,,2284,All Students,2024
221236,2,2284,,,2284,Undergrad,2024
221236,3,717,,,717,,2024
221236,11,1567,,,1567,,2024
221281,1,278,,,278,All Students,2024
221281,2,278,,,278,Undergrad,2024
221281,3,180,,,180,,2024
221281,11,98,,,98,,2024
221333,1,742,,,742,All Students,2024
221333,2,742,,,742,Undergrad,2024
221333,3,246,,,246,,2024
221333,11,496,,,496,,2024
221351,1,1861,,,1861,All Students,2024
221351,2,1838,,,1838,Undergrad,2024
221351,3,1836,,,1836,,2024
221351,11,2,,,2,,2024
221351,12,23,,,23,Graduate,2024
221397,1,5002,1128,1734,2140,All Students,2024
221397,2,5002,1128,1734,2140,Undergrad,2024
221397,3,3250,841,1450,959,,2024
221397,11,1752,287,284,1181,,2024
221430,1,1659,0,0,1659,All Students,2024
221430,2,1659,0,0,1659,Undergrad,2024
221430,3,388,0,0,388,,2024
221430,11,1271,0,0,1271,,2024
221485,1,7004,2403,1905,2696,All Students,2024
221485,2,7004,2403,1905,2696,Undergrad,2024
221485,3,5047,1646,1790,1611,,2024
221485,11,1957,757,115,1085,,2024
221494,1,623,,,623,All Students,2024
221494,2,623,,,623,Undergrad,2024
221494,3,412,,,412,,2024
221494,11,211,,,211,,2024
221519,1,1724,10,0,1714,All Students,2024
221519,2,1644,,,1644,Undergrad,2024
221519,3,1607,,,1607,,2024
221519,11,37,,,37,,2024
221519,12,80,10,0,70,Graduate,2024
221582,1,559,,,559,All Students,2024
221582,2,559,,,559,Undergrad,2024
221582,3,171,,,171,,2024
221582,11,388,,,388,,2024
221591,1,768,,,768,All Students,2024
221591,2,768,,,768,Undergrad,2024
221591,3,360,,,360,,2024
221591,11,408,,,408,,2024
221607,1,812,0,4,808,All Students,2024
221607,2,812,0,4,808,Undergrad,2024
221607,3,302,0,4,298,,2024
221607,11,510,0,0,510,,2024
221616,1,3117,,,3117,All Students,2024
221616,2,3117,,,3117,Undergrad,2024
221616,3,563,,,563,,2024
221616,11,2554,,,2554,,2024
221625,1,1581,,,1581,All Students,2024
221625,2,1581,,,1581,Undergrad,2024
221625,3,887,,,887,,2024
221625,11,694,,,694,,2024
221643,1,9399,2252,2974,4173,All Students,2024
221643,2,9399,2252,2974,4173,Undergrad,2024
221643,3,6715,1142,2666,2907,,2024
221643,11,2684,1110,308,1266,,2024
221661,1,3229,184,1182,1863,All Students,2024
221661,2,2929,76,1025,1828,Undergrad,2024
221661,3,2773,63,1023,1687,,2024
221661,11,156,13,2,141,,2024
221661,12,300,108,157,35,Graduate,2024
221670,1,530,,,530,All Students,2024
221670,12,530,,,530,Graduate,2024
221731,1,1198,291,778,129,All Students,2024
221731,2,918,75,746,97,Undergrad,2024
221731,3,846,75,679,92,,2024
221731,11,72,0,67,5,,2024
221731,12,280,216,32,32,Graduate,2024
221740,1,11775,1264,6877,3634,All Students,2024
221740,2,10202,653,6503,3046,Undergrad,2024
221740,3,10074,649,6498,2927,,2024
221740,11,128,4,5,119,,2024
221740,12,1573,611,374,588,Graduate,2024
221759,1,38728,3176,12105,23447,All Students,2024
221759,2,30564,440,11614,18510,Undergrad,2024
221759,3,30418,406,11602,18410,,2024
221759,11,146,34,12,100,,2024
221759,12,8164,2736,491,4937,Graduate,2024
221768,1,7499,1945,1231,4323,All Students,2024
221768,2,6809,1282,1211,4316,Undergrad,2024
221768,3,4866,473,1002,3391,,2024
221768,11,1943,809,209,925,,2024
221768,12,690,663,20,7,Graduate,2024
221829,1,323,,,323,All Students,2024
221829,2,323,,,323,Undergrad,2024
221829,3,323,,,323,,2024
221838,1,6310,490,2714,3106,All Students,2024
221838,2,5057,224,2542,2291,Undergrad,2024
221838,3,4848,176,2542,2130,,2024
221838,11,209,48,0,161,,2024
221838,12,1253,266,172,815,Graduate,2024
221847,1,10511,1033,3063,6415,All Students,2024
221847,2,9187,317,2884,5986,Undergrad,2024
221847,3,8698,212,2875,5611,,2024
221847,11,489,105,9,375,,2024
221847,12,1324,716,179,429,Graduate,2024
221892,1,3195,1149,704,1342,All Students,2024
221892,2,1903,309,704,890,Undergrad,2024
221892,3,1737,309,692,736,,2024
221892,11,166,0,12,154,,2024
221892,12,1292,840,0,452,Graduate,2024
221908,1,5757,944,2036,2777,All Students,2024
221908,2,5757,944,2036,2777,Undergrad,2024
221908,3,4404,760,1786,1858,,2024
221908,11,1353,184,250,919,,2024
221953,1,1103,56,220,827,All Students,2024
221953,2,940,0,130,810,Undergrad,2024
221953,3,785,0,130,655,,2024
221953,11,155,0,0,155,,2024
221953,12,163,56,90,17,Graduate,2024
221971,1,2713,607,593,1513,All Students,2024
221971,2,1934,156,382,1396,Undergrad,2024
221971,3,1607,140,382,1085,,2024
221971,11,327,16,0,311,,2024
221971,12,779,451,211,117,Graduate,2024
221999,1,13575,652,666,12257,All Students,2024
221999,2,7221,0,158,7063,Undergrad,2024
221999,3,7208,0,158,7050,,2024
221999,11,13,0,0,13,,2024
221999,12,6354,652,508,5194,Graduate,2024
222053,1,6963,2322,2114,2527,All Students,2024
222053,2,6963,2322,2114,2527,Undergrad,2024
222053,3,5339,1454,2014,1871,,2024
222053,11,1624,868,100,656,,2024
222062,1,5899,1168,2137,2594,All Students,2024
222062,2,5899,1168,2137,2594,Undergrad,2024
222062,3,3591,899,1807,885,,2024
222062,11,2308,269,330,1709,,2024
222105,1,468,,,468,All Students,2024
222105,2,468,,,468,Undergrad,2024
222105,3,366,,,366,,2024
222105,11,102,,,102,,2024
222178,1,5219,1583,805,2831,All Students,2024
222178,2,3263,34,709,2520,Undergrad,2024
222178,3,3195,4,709,2482,,2024
222178,11,68,30,0,38,,2024
222178,12,1956,1549,96,311,Graduate,2024
222567,1,5872,708,1525,3639,All Students,2024
222567,2,5872,708,1525,3639,Undergrad,2024
222567,3,3342,655,1305,1382,,2024
222567,11,2530,53,220,2257,,2024
222576,1,9262,2183,3079,4000,All Students,2024
222576,2,9262,2183,3079,4000,Undergrad,2024
222576,3,7399,1361,2657,3381,,2024
222576,11,1863,822,422,619,,2024
222628,1,892,577,260,55,All Students,2024
222628,2,118,113,4,1,Undergrad,2024
222628,3,114,109,4,1,,2024
222628,11,4,4,0,0,,2024
222628,12,774,464,256,54,Graduate,2024
222822,1,3890,1910,817,1163,All Students,2024
222822,2,3890,1910,817,1163,Undergrad,2024
222822,3,2370,1357,585,428,,2024
222822,11,1520,553,232,735,,2024
222831,1,11542,2302,3003,6237,All Students,2024
222831,2,9702,816,2861,6025,Undergrad,2024
222831,3,5643,811,2850,1982,,2024
222831,11,4059,5,11,4043,,2024
222831,12,1840,1486,142,212,Graduate,2024
222877,1,302,42,260,0,All Students,2024
222877,2,284,24,260,0,Undergrad,2024
222877,3,284,24,260,0,,2024
222877,12,18,18,0,0,Graduate,2024
222886,1,562,454,62,46,All Students,2024
222886,2,562,454,62,46,Undergrad,2024
222886,3,562,454,62,46,,2024
222983,1,1217,0,0,1217,All Students,2024
222983,2,1165,0,0,1165,Undergrad,2024
222983,3,1165,0,0,1165,,2024
222983,12,52,,,52,Graduate,2024
222992,1,39727,12879,11320,15528,All Students,2024
222992,2,39727,12879,11320,15528,Undergrad,2024
222992,3,30189,11067,9928,9194,,2024
222992,11,9538,1812,1392,6334,,2024
223001,1,155,,,155,All Students,2024
223001,12,155,,,155,Graduate,2024
223056,1,31,,,31,All Students,2024
223056,2,31,,,31,Undergrad,2024
223056,3,31,,,31,,2024
223083,1,575,10,565,0,All Students,2024
223083,2,575,10,565,0,Undergrad,2024
223083,3,575,10,565,0,,2024
223117,1,75,68,7,0,All Students,2024
223117,2,46,43,3,0,Undergrad,2024
223117,3,39,36,3,0,,2024
223117,11,7,7,0,0,,2024
223117,12,29,25,4,0,Graduate,2024
223223,1,1774,0,635,1139,All Students,2024
223223,12,1774,0,635,1139,Graduate,2024
223232,1,20626,3066,4899,12661,All Students,2024
223232,2,14915,338,4581,9996,Undergrad,2024
223232,3,14785,245,4578,9962,,2024
223232,11,130,93,3,34,,2024
223232,12,5711,2728,318,2665,Graduate,2024
223320,1,4259,2150,1055,1054,All Students,2024
223320,2,4259,2150,1055,1054,Undergrad,2024
223320,3,1958,818,706,434,,2024
223320,11,2301,1332,349,620,,2024
223427,1,18095,5563,8210,4322,All Students,2024
223427,2,18095,5563,8210,4322,Undergrad,2024
223427,3,15535,4575,7614,3346,,2024
223427,11,2560,988,596,976,,2024
223463,1,250,0,250,0,All Students,2024
223463,2,250,0,250,0,Undergrad,2024
223463,3,250,0,250,0,,2024
223472,1,200,,,200,All Students,2024
223472,2,200,,,200,Undergrad,2024
223472,3,200,,,200,,2024
223506,1,3812,1354,914,1544,All Students,2024
223506,2,3812,1354,914,1544,Undergrad,2024
223506,3,2622,878,640,1104,,2024
223506,11,1190,476,274,440,,2024
223816,1,8373,4328,1769,2276,All Students,2024
223816,2,8373,4328,1769,2276,Undergrad,2024
223816,3,6247,3516,1277,1454,,2024
223816,11,2126,812,492,822,,2024
223852,1,69,,,69,All Students,2024
223852,2,69,,,69,Undergrad,2024
223852,3,69,,,69,,2024
223898,1,3160,1185,1155,820,All Students,2024
223898,2,3160,1185,1155,820,Undergrad,2024
223898,3,1620,449,788,383,,2024
223898,11,1540,736,367,437,,2024
223922,1,1564,709,263,592,All Students,2024
223922,2,1564,709,263,592,Undergrad,2024
223922,3,1520,678,259,583,,2024
223922,11,44,31,4,9,,2024
224004,1,1396,378,541,477,All Students,2024
224004,2,1188,204,541,443,Undergrad,2024
224004,3,1185,201,541,443,,2024
224004,11,3,3,0,0,,2024
224004,12,208,174,0,34,Graduate,2024
224013,1,55,,,55,All Students,2024
224013,2,55,,,55,Undergrad,2024
224013,3,55,,,55,,2024
224110,1,8106,2941,2678,2487,All Students,2024
224110,2,8106,2941,2678,2487,Undergrad,2024
224110,3,5863,2410,2001,1452,,2024
224110,11,2243,531,677,1035,,2024
224147,1,11266,2519,3677,5070,All Students,2024
224147,2,8320,778,3300,4242,Undergrad,2024
224147,3,8034,672,3225,4137,,2024
224147,11,286,106,75,105,,2024
224147,12,2946,1741,377,828,Graduate,2024
224156,1,328,,,328,All Students,2024
224156,2,328,,,328,Undergrad,2024
224156,3,328,,,328,,2024
224226,1,4124,836,2171,1117,All Students,2024
224226,2,2785,532,1694,559,Undergrad,2024
224226,3,2403,275,1659,469,,2024
224226,11,382,257,35,90,,2024
224226,12,1339,304,477,558,Graduate,2024
224244,1,248,66,68,114,All Students,2024
224244,2,224,42,68,114,Undergrad,2024
224244,3,224,42,68,114,,2024
224244,12,24,24,0,0,Graduate,2024
224271,1,454,387,0,67,All Students,2024
224271,2,454,387,0,67,Undergrad,2024
224271,3,454,387,0,67,,2024
224305,1,2589,1087,791,711,All Students,2024
224305,12,2589,1087,791,711,Graduate,2024
224323,1,2078,309,201,1568,All Students,2024
224323,2,1444,0,108,1336,Undergrad,2024
224323,3,1403,0,108,1295,,2024
224323,11,41,0,0,41,,2024
224323,12,634,309,93,232,Graduate,2024
224350,1,10256,2503,5720,2033,All Students,2024
224350,2,10256,2503,5720,2033,Undergrad,2024
224350,3,9501,2326,5317,1858,,2024
224350,11,755,177,403,175,,2024
224527,1,1813,261,308,1244,All Students,2024
224527,2,1634,96,295,1243,Undergrad,2024
224527,3,1352,96,295,961,,2024
224527,11,282,0,0,282,,2024
224527,12,179,165,13,1,Graduate,2024
224545,1,2412,1092,1169,151,All Students,2024
224545,2,1982,728,1137,117,Undergrad,2024
224545,3,1982,728,1137,117,,2024
224545,12,430,364,32,34,Graduate,2024
224554,1,13252,5935,3558,3759,All Students,2024
224554,2,9992,3497,3046,3449,Undergrad,2024
224554,3,9912,3460,3023,3429,,2024
224554,11,80,37,23,20,,2024
224554,12,3260,2438,512,310,Graduate,2024
224615,1,69749,26959,19469,23321,All Students,2024
224615,2,69749,26959,19469,23321,Undergrad,2024
224615,3,43869,17954,13013,12902,,2024
224615,11,25880,9005,6456,10419,,2024
224642,1,25567,4728,13520,7319,All Students,2024
224642,2,25567,4728,13520,7319,Undergrad,2024
224642,3,24214,4348,12945,6921,,2024
224642,11,1353,380,575,398,,2024
224660,1,611,181,0,430,All Students,2024
224660,2,600,170,0,430,Undergrad,2024
224660,3,600,170,0,430,,2024
224660,12,11,11,0,0,Graduate,2024
224679,1,1206,,,1206,All Students,2024
224679,2,1206,,,1206,Undergrad,2024
224679,3,1206,,,1206,,2024
224712,1,109,,,109,All Students,2024
224712,12,109,,,109,Graduate,2024
224758,1,14,,,14,All Students,2024
224758,2,14,,,14,Undergrad,2024
224758,3,14,,,14,,2024
224891,1,1801,661,532,608,All Students,2024
224891,2,1801,661,532,608,Undergrad,2024
224891,3,623,140,243,240,,2024
224891,11,1178,521,289,368,,2024
224961,1,2405,546,732,1127,All Students,2024
224961,2,2405,546,732,1127,Undergrad,2024
224961,3,1528,475,625,428,,2024
224961,11,877,71,107,699,,2024
225043,1,8,,,8,All Students,2024
225043,2,8,,,8,Undergrad,2024
225043,3,8,,,8,,2024
225070,1,4324,615,2950,759,All Students,2024
225070,2,4324,615,2950,759,Undergrad,2024
225070,3,3075,253,2114,708,,2024
225070,11,1249,362,836,51,,2024
225201,1,836,98,311,427,All Students,2024
225201,2,771,33,311,427,Undergrad,2024
225201,3,769,32,310,427,,2024
225201,11,2,1,1,0,,2024
225201,12,65,65,0,0,Graduate,2024
225247,1,1665,148,729,788,All Students,2024
225247,2,1291,26,692,573,Undergrad,2024
225247,3,1283,26,691,566,,2024
225247,11,8,0,1,7,,2024
225247,12,374,122,37,215,Graduate,2024
225308,1,5961,1558,1585,2818,All Students,2024
225308,2,5961,1558,1585,2818,Undergrad,2024
225308,3,5655,1505,1575,2575,,2024
225308,11,306,53,10,243,,2024
225371,1,4158,1243,1221,1694,All Students,2024
225371,2,4158,1243,1221,1694,Undergrad,2024
225371,3,2253,863,895,495,,2024
225371,11,1905,380,326,1199,,2024
225399,1,4276,1198,896,2182,All Students,2024
225399,2,2899,437,688,1774,Undergrad,2024
225399,3,2886,437,686,1763,,2024
225399,11,13,0,2,11,,2024
225399,12,1377,761,208,408,Graduate,2024
225414,1,8137,1461,2933,3743,All Students,2024
225414,2,6139,993,2563,2583,Undergrad,2024
225414,3,6078,987,2562,2529,,2024
225414,11,61,6,1,54,,2024
225414,12,1998,468,370,1160,Graduate,2024
225423,1,53253,15681,16085,21487,All Students,2024
225423,2,53253,15681,16085,21487,Undergrad,2024
225423,3,40503,14689,14407,11407,,2024
225423,11,12750,992,1678,10080,,2024
225432,1,13730,4905,5455,3370,All Students,2024
225432,2,12622,4244,5192,3186,Undergrad,2024
225432,3,12555,4226,5177,3152,,2024
225432,11,67,18,15,34,,2024
225432,12,1108,661,263,184,Graduate,2024
225502,1,3586,1970,1279,337,All Students,2024
225502,2,2627,1265,1043,319,Undergrad,2024
225502,3,2513,1254,946,313,,2024
225502,11,114,11,97,6,,2024
225502,12,959,705,236,18,Graduate,2024
225511,1,47980,5933,26962,15085,All Students,2024
225511,2,39257,4660,24906,9691,Undergrad,2024
225511,3,38380,4500,24748,9132,,2024
225511,11,877,160,158,559,,2024
225511,12,8723,1273,2056,5394,Graduate,2024
225520,1,4101,1237,876,1988,All Students,2024
225520,2,4101,1237,876,1988,Undergrad,2024
225520,3,1611,440,604,567,,2024
225520,11,2490,797,272,1421,,2024
225548,1,809,79,345,385,All Students,2024
225548,2,751,46,341,364,Undergrad,2024
225548,3,713,30,339,344,,2024
225548,11,38,16,2,20,,2024
225548,12,58,33,4,21,Graduate,2024
225575,1,1059,34,107,918,All Students,2024
225575,2,1024,34,105,885,Undergrad,2024
225575,3,1005,34,105,866,,2024
225575,11,19,0,0,19,,2024
225575,12,35,0,2,33,Graduate,2024
225627,1,7047,1154,2173,3720,All Students,2024
225627,2,4638,586,1917,2135,Undergrad,2024
225627,3,4440,519,1892,2029,,2024
225627,11,198,67,25,106,,2024
225627,12,2409,568,256,1585,Graduate,2024
225876,1,518,175,157,186,All Students,2024
225876,2,518,175,157,186,Undergrad,2024
225876,3,157,24,105,28,,2024
225876,11,361,151,52,158,,2024
225885,1,622,184,438,0,All Students,2024
225885,2,577,139,438,0,Undergrad,2024
225885,3,577,139,438,0,,2024
225885,12,45,45,0,0,Graduate,2024
225991,1,70,,,70,All Students,2024
225991,2,70,,,70,Undergrad,2024
225991,3,70,,,70,,2024
226019,1,7198,1529,1715,3954,All Students,2024
226019,2,7198,1529,1715,3954,Undergrad,2024
226019,3,3215,859,1403,953,,2024
